US_Chart - Pop On-Demand Overall Streaming (weekly),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,week_of
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2023.06.22
134,Only Love Can Hurt Like This,Paloma Faith,EPIC,EPIC,12,71,97,80,3210890,-26.4,4362578,1070272,2140618,174993255,376465806,2023.11.02
135,willow,Taylor Swift,REPUBLIC RECORDS,R-RR,1,78,81,100,3189603,-21.6,4068744,3050880,138723,113997581,466812003,2023.11.02
136,good 4 u,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,125,129,129,3172986,-1.5,3220822,2662474,510512,177551668,1217027608,2023.11.02
137,Meant To Be,Bebe Rexha & Florida Georgia Line,NOW,NOW ,1,132,149,324,3166518,-0.2,3172959,2835666,330852,145105773,1987947000,2023.11.02
138,World's Smallest Violin,AJR,S-CURVE RECORDS,SCRV,1,107,95,71,3160409,-9.4,3487590,939978,2220431,367542036,807705189,2023.11.02
139,Getaway Car,Taylor Swift,BIG MACHINE,BGMA,54,83,78,36,3153511,-20.1,3947418,3059897,93614,126142994,306899128,2023.11.02
140,Say Yes To Heaven,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,14,118,120,24,3136021,-5.9,3333769,2807709,328312,104387396,106302026,2023.11.02
141,Before You Go,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP ,9,117,136,206,3101445,-7.4,3350341,2211286,890159,167830575,1025696196,2023.11.02
142,You Need To Calm Down,Taylor Swift,REPUBLIC RECORDS,R-RR,2,92,91,174,3088661,-18.9,3807076,2781657,307004,131353549,863726317,2023.11.02
143,Stereo Hearts,Gym Class Heroes,Universal Music Enterprises,UME ,28,185,189,152,3081491,20.4,2559447,1407832,1673659,130039290,780498516,2023.11.02
144,Cold Heart,Elton John & Dua Lipa,INTERSCOPE/GEFFEN/A&M,INT ,5,137,137,116,3060396,-2.3,3131592,2637711,422685,163552529,634526195,2023.11.02
145,California Gurls,Katy Perry Feat. Snoop Dogg,CAPITOL MUSIC GROUP,CAP ,42,171,177,119,3058764,14.3,2675169,1963206,1095558,121406714,639314504,2023.11.02
146,lacy,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,14,81,74,8,3054799,-23.4,3988919,2822716,232083,50094720,50094720,2023.11.02
147,Single Soon,Selena Gomez,INTERSCOPE/GEFFEN/A&M,INT ,11,126,77,10,3041742,-5.5,3218010,2718524,323218,55415829,55415829,2023.11.02
148,No,Meghan Trainor,EPIC,EPIC,5,143,169,113,3040952,-0.0,3041707,640740,2400212,186961350,698636053,2023.11.02
149,Pain,Pinkpantheress,NEW ELEKTRA,NELK,43,135,135,48,3034383,-3.5,3145390,2922853,111530,103964773,280183279,2023.11.02
150,the grudge,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,10,93,67,8,3022567,-20.0,3779447,2862141,160426,55591019,55591019,2023.11.02
151,Stand By Me,Lil Durk Feat. Morgan Wallen,Alamo Records,ALAM,12,123,121,20,3021106,-6.7,3237623,2832902,188204,147034592,147034592,2023.11.02
152,Maneater,Hall & Oates, RCA,RCA,152,,,1,3004192,33.9,2243431,2410167,594025,62407376,363391346,2023.11.02
153,I Like You (A Happier Song),Post Malone Feat. Doja Cat,MERCURY / REPUBLIC RECORDS,R-MR,2,138,125,74,3001349,-3.8,3119050,2658447,342901,204360595,498057064,2023.11.02
154,E.T.,Katy Perry Feat. Kanye West,CAPITOL MUSIC GROUP,CAP ,48,169,171,89,2971159,9.4,2715895,1647191,1323968,127255193,620608787,2023.11.02
155,Dance Monkey,Tones And I,NEW ELEKTRA,NELK,1,140,102,221,2964368,-4.6,3107724,2407742,556626,156787141,1499959128,2023.11.02
156,Stay,Rihanna Feat. Mikky Ekko,DEF JAM RECORDINGS,DEF ,25,136,123,383,2957461,-5.7,3135239,2366120,591341,139242128,929459490,2023.11.02
157,The Man,Taylor Swift,REPUBLIC RECORDS,R-RR,5,97,100,68,2906665,-20.1,3636554,2735149,171516,118153905,409585602,2023.11.02
158,Someone Like You,Adele,Universal Music Enterprises,UME ,22,147,154,411,2903222,-1.2,2939421,2467099,436123,126345653,1181191069,2023.11.02
159,drivers license,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,134,128,147,2889062,-8.2,3146102,2515014,374048,139608826,1129944337,2023.11.02
160,I Knew You Were Trouble (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,5,141,133,64,2878568,-6.4,3075632,1609896,1268672,136985599,275415371,2023.11.02
161,Royals,Lorde,REPUBLIC RECORDS,R-RR,98,172,194,50,2877495,7.7,2671095,2730311,147184,115804703,844180109,2023.11.02
162,Glimpse Of Us,Joji,88RISING       ,8RR ,1,145,156,73,2867109,-4.4,2998083,2082887,784222,176118994,510214873,2023.11.02
163,Rolling In The Deep,Adele,Columbia Records,COL ,30,166,182,328,2864015,5.1,2726066,2380039,483976,116539313,945733509,2023.11.02
164,Bad Romance,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,31,170,173,398,2850918,5.9,2691178,2139112,711806,116657834,999667461,2023.11.02
165,Wannabe,Spice Girls,VIRGIN,VRGN,44,192,175,97,2847072,11.4,2555321,1343593,1503479,70434589,719879382,2023.11.02
166,Africa,Toto,EAGLE ROCK ENT.,EGRO,26,149,147,404,2794917,-4.4,2924134,2461398,333519,146107267,1241933821,2023.11.02
167,Thinking Out Loud,Ed Sheeran,NEW ELEKTRA,NELK,17,153,176,410,2766771,-3.0,2853068,2318140,448631,131181543,1900562996,2023.11.02
168,Talking To The Moon,Bruno Mars,NEW ELEKTRA,NELK,15,161,172,163,2752030,-0.4,2763413,2302832,449198,138645893,886819618,2023.11.02
169,Young And Beautiful,Lana Del Rey,INTERSCOPE/GEFFEN/A&M,INT ,121,142,163,21,2742906,-10.0,3049128,2202186,540720,105246391,631808750,2023.11.02
170,Maneater,Nelly Furtado,INTERSCOPE/GEFFEN/A&M,INT ,162,0,0,2,2729660,24.7,2189841,2520976,208684,74168152,276814675,2023.11.02
171,Just Dance,Lady Gaga Feat. Colby O'Donis,INTERSCOPE/GEFFEN/A&M,INT ,40,194,0,60,2722693,8.1,2519800,2240731,481962,121614504,610964103,2023.11.02
172,Kiss Me More,Doja Cat Feat. Sza, RCA,RCA,1,157,148,134,2716481,-3.4,2811635,2440253,276228,145272763,1016537992,2023.11.02
173,We Found Love,Rihanna Feat. Calvin Harris,DEF JAM RECORDINGS,DEF ,18,156,170,129,2710609,-3.9,2821920,2483561,227048,141956071,691832675,2023.11.02
174,Shallow,Lady Gaga & Bradley Cooper,INTERSCOPE/GEFFEN/A&M,INT ,2,158,165,266,2709035,-3.5,2808243,2265378,443657,137163309,1286335622,2023.11.02
175,Hips Don't Lie,Shakira Feat. Wyclef Jean,EPIC,EPIC,28,129,84,397,2706926,-15.4,3199030,1837013,869913,142308845,961475847,2023.11.02
176,ballad of a homeschooled girl,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,15,159,150,8,2703916,-2.3,2766882,1933351,770565,44507480,44507480,2023.11.02
177,Last Friday Night,Katy Perry,CAPITOL MUSIC GROUP,CAP ,71,175,164,195,2673546,0.7,2655142,2273859,399687,128736902,757705834,2023.11.02
178,Save Me,Jelly Roll, INDEPENDENT LABEL SUBMISSION,INDI,76,150,159,168,2667074,-7.9,2894853,1850558,816516,128814639,419991006,2023.11.02
179,July,Noah Cyrus Feat. Leon Bridges,Columbia Records,COL ,22,154,158,189,2649920,-7.0,2848180,2563559,86361,108680216,711000270,2023.11.02
180,Say You Won't Let Go,James Arthur,Columbia Records,COL ,4,152,162,370,2645207,-7.7,2867433,2286150,359057,125362198,1724815549,2023.11.02
181,"You're On Your Own, Kid",Taylor Swift,REPUBLIC RECORDS,R-RR,7,112,132,52,2636389,-22.7,3408420,2395276,241113,132866711,244559372,2023.11.02
182,Speed Drive,Charli Xcx,ATLANTIC GROUP,ATLG,18,163,152,15,2585058,-6.1,2753775,1931176,653882,89526467,89526467,2023.11.02
183,abcdefu,Gayle,ATLANTIC GROUP,ATLG,1,124,88,103,2570687,-20.5,3232136,1650885,919802,162719317,711225868,2023.11.02
184,STARSHIPS,Nicki Minaj,CASH MONEY,R-CM,71,189,141,50,2560468,0.2,2556181,2144399,416069,117369810,635670519,2023.11.02
185,Story of My Life,One Direction,SONY/COLUMBIA,COL,70,0,0,89,2559145,11.5,2294432,1282411,1276734,88615209,647807076,2023.11.02
186,Rich Girl,Daryl Hall & John Oates, RCA,RCA,24,176,198,56,2555018,-3.5,2647750,2337336,217682,99725498,584417158,2023.11.02
187,Mercy,Shawn Mendes,ISLAND,ISL ,10,174,0,159,2544472,-4.4,2660553,1209751,1334721,98341121,814714656,2023.11.02
188,Exile,Taylor Swift Feat. Bon Iver,UNIVERSAL MUSIC ENTERPRISES,UME ,3,122,122,73,2539174,-22.4,3272164,2423821,115353,98790350,422666331,2023.11.02
189,HABITS (STAY HIGH),Tove Lo,ISLAND,ISL ,68,173,181,292,2535502,-5.0,2668322,2259192,276310,100992995,920401725,2023.11.02
190,Watermelon Sugar,Harry Styles,Columbia Records,COL ,2,184,188,207,2521900,-2.4,2583549,2122190,399710,144514799,1098000971,2023.11.02
191,Elastic Heart,Sia, RCA,RCA,32,190,197,132,2505047,-2.0,2555964,1281610,1223437,80657344,765494036,2023.11.02
192,champagne problems,Taylor Swift,REPUBLIC RECORDS,R-RR,2,115,107,49,2489141,-26.2,3371993,2399780,89361,99073432,298698349,2023.11.02
193,Show Me How,Men I Trust,,,175,186,192,9,2482243,-3.0,2559132,2445370,36873,87661724,230235950,2023.11.02
194,The 1,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,2,121,115,61,2480537,-24.9,3303800,2420181,60356,103065226,389411507,2023.11.02
195,Blue Hair,TV Girl,,,61,179,180,34,2475000,-5.5,2618728,2301862,173138,113535184,118382230,2023.11.02
196,Somewhere Only We Know (Feat. Rhianne),Gustixa,,,110,0,114,8,2472859,6.2,2328431,105932,2366927,60186192,61226889,2023.11.02
197,Grenade,Bruno Mars,CAPITOL MUSIC GROUP,CAP ,77,182,187,351,2468707,-5.0,2599087,2256401,212306,111665958,929566074,2023.11.02
198,Midnight Rain,Taylor Swift,REPUBLIC RECORDS,R-RR,4,116,130,54,2440951,-27.2,3352963,2323415,117536,147002365,274404835,2023.11.02
199,The Way I Are,Timbaland Feat. Keri Hilson,INTERSCOPE/GEFFEN/A&M,INT ,140,0,200,27,2439666,0.4,2429933,2192937,246729,98616202,402207953,2023.11.02
200,When The Party's Over,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,4,0,178,258,2428736,-0.8,2448793,2090745,337991,130484311,1291409582,2023.11.02
Copyright (c) 2023 MRC Data LLC. Confidential and Proprietary.,,,,,,,,,,,,,,,,2023.11.02
Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,TP Overall,% CHG,LP Overall,TP Audio,TP Video,YTD Overall,ATD Overall,2023.11.09
1,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,REPUBLIC RECORDS,R-RR,1,1,0,2,21297099,-32.9,31727537,20186116,1110983,53057814,53057814,2023.11.09
2,Cruel Summer,Taylor Swift,REPUBLIC RECORDS,R-RR,1,5,1,67,20112822,-9.6,22242399,12687079,7425743,559130078,836709598,2023.11.09
3,Greedy,Tate Mcrae, RCA,RCA,3,13,3,8,17245536,6.1,16256138,11056393,6189143,121461816,121461816,2023.11.09
4,Funny Song,Cavendish Music,ole media management L.P.,OLE,1,10,2,47,17175761,-6.6,18388329,14855,17160906,552079185,587420385,2023.11.09
5,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,REPUBLIC RECORDS,R-RR,2,2,0,2,16996736,-39.5,28080997,14608333,2388403,45112750,45112750,2023.11.09
6,Unstoppable,Sia, RCA,RCA,5,21,10,102,13827370,11.7,12376466,2191898,11635472,444140351,953288406,2023.11.09
7,Standing Next To You,Jung Kook,INTERSCOPE/GEFFEN/A&M,INT ,7,,,1,12063401,128152.2,9406,8532079,3531322,12072807,12072807,2023.11.09
8,Another Love,Tom Odell, RCA,RCA,3,24,4,58,11851984,-0.4,11901941,3090624,8761360,528305654,1078637275,2023.11.09
9,Say Don't Go (Taylor's Version)  (From The Vault),Taylor Swift,REPUBLIC RECORDS,R-RR,4,4,0,2,11800556,-53.9,25623911,11568145,232411,37467985,37467985,2023.11.09
10,Makeba,Jain, RCA,RCA,1,32,6,23,11442172,18.2,9678766,901364,10540808,403489212,448923232,2023.11.09
11,Slut! (Taylor's Version) (From The Vault),Taylor Swift,REPUBLIC RECORDS,R-RR,3,3,0,2,11158560,-58.2,26712291,10953533,205027,37928577,37928577,2023.11.09
12,Daylight,David Kushner,DAVID KUSHNER,DVK,2,30,16,30,10912182,1.9,10707623,5890691,5021491,299674028,299674028,2023.11.09
13,Dance The Night,Dua Lipa,ATLANTIC GROUP,ATLG,1,29,5,19,10424248,-7.2,11238579,6529431,3894817,379226573,379226573,2023.11.09
14,What Was I Made For? [From The Motion Picture 'Barbie'],Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,3,33,8,17,10197585,6.1,9610633,5985881,4211704,267562235,267562235,2023.11.09
15,Vampire,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,27,7,19,10082522,-10.9,11317380,8447483,1635039,389885611,389885611,2023.11.09
16,Past Lives (Sapientdreams Remix),Farizki,CMG,LABE,2,37,11,21,9878199,24.3,7948946,701852,9176347,282927041,282944535,2023.11.09
17,Style (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,6,6,0,2,9221286,-58.5,22193439,8449655,771631,31559209,31559209,2023.11.09
18,Let Me Down Slowly,Alec Benjamin,ARTIST PARTNERS,APG1,17,45,32,237,9089030,39.7,6505852,1519660,7569370,212442632,975552392,2023.11.09
19,Bloody Mary,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,1,31,13,57,9056857,-15.1,10662591,1306384,7750473,727248035,950308514,2023.11.09
20,Anti-Hero,Taylor Swift,REPUBLIC RECORDS,R-RR,1,36,14,55,8822757,5.2,8384784,6949676,1873081,519383357,784757273,2023.11.09
21,Bad Blood (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,7,7,0,2,8574039,-60.8,21894244,8137716,436323,30868968,30868968,2023.11.09
22,Blank Space (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,9,9,0,2,8498324,-56.9,19697736,7334453,1163871,28433196,28433196,2023.11.09
23,get him back!,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,5,35,15,9,8295920,-7.0,8921990,4628235,3667685,111124433,111124433,2023.11.09
24,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,REPUBLIC RECORDS,R-RR,8,8,0,2,8190816,-59.3,20115041,8078775,112041,28338849,28338849,2023.11.09
25,Can’t Catch Me Now,Olivia Rodrigo,,,25,,,1,8149193,50437.6,16125,7849916,299277,8165318,8165318,2023.11.09
26,Golden Hour,Jvke,AWAL,AWAL,4,39,9,64,7834655,0.6,7789478,4428027,3406628,488726535,704026192,2023.11.09
27,Lose Control,Teddy Swims,Warner Records,WAR,27,43,28,17,7572276,13.2,6690616,6877364,694912,92342428,92342428,2023.11.09
28,Wildest Dreams (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,13,14,85,60,7401693,-53.0,15754092,6642544,759149,130071497,284841978,2023.11.09
29,Flowers,Miley Cyrus,COLUMBIA,COL,1,40,23,43,7305963,-1.9,7450257,5074078,2231885,933474250,933474250,2023.11.09
30,Shake It Off (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,16,16,0,2,7255709,-51.7,15008483,5729718,1525991,22465930,22465930,2023.11.09
31,Perfect,Ed Sheeran,ATLANTIC GROUP,ATLG,1,47,35,349,7129671,15.9,6149189,3886918,3242753,253898001,2680800472,2023.11.09
32,3D,Jung Kook,INTERSCOPE/GEFFEN/A&M,INT ,5,51,30,6,7011710,21.5,5771810,5232312,1779398,50060912,50060912,2023.11.09
33,American Horror Show,Snow Wife,,,19,54,19,9,7010651,23.8,5661516,1243338,5767313,66500484,66500484,2023.11.09
34,Lovely,Billie Eilish w/ Khalid,INTERSCOPE/GEFFEN/A&M,INT ,7,41,17,290,6831804,-0.8,6889999,3312968,3518836,284888055,1922851324,2023.11.09
35,Out Of The Woods (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,12,12,0,2,6776391,-61.9,17775008,6606500,169891,24595954,24595954,2023.11.09
36,Welcome To New York (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,11,11,0,2,6556271,-64.0,18233337,6361586,194685,24831014,24831014,2023.11.09
37,As It Was,Harry Styles,Columbia Records,COL ,1,42,25,85,6525872,-3.4,6754577,4979017,1546855,437584137,1201029583,2023.11.09
38,Bad Idea Right?,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,44,20,13,6364966,-4.3,6652067,5705716,659250,177249950,177249950,2023.11.09
39,Feather,Sabrina Carpenter,ISLAND,ISL,39,117,0,5,6074406,74.7,3477120,2709095,3365311,49918673,49918673,2023.11.09
40,Lil Boo Thang,Paul Russell,Arista,ARIS,34,50,34,12,5903502,2.0,5788386,4684273,1219229,51759967,51759967,2023.11.09
41,Boy's A Liar,Pinkpantheress,300 ENTERTAINME,300E,1,61,40,49,5868560,15.0,5103184,3621807,2246753,725705167,746131508,2023.11.09
42,Lover,Taylor Swift Feat. Shawn Mendes,REPUBLIC RECORDS,R-RR,3,49,26,217,5860098,-1.5,5950885,5365584,494514,205269393,847798621,2023.11.09
43,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,15,15,0,2,5733153,-62.8,15406510,5635373,97780,21163683,21163683,2023.11.09
44,7 YEARS,Lukas Graham,WARNER RECORDS,WAR ,1,100,106,413,5649430,46.3,3861401,2783548,2865882,145964211,1617367077,2023.11.09
45,Take On Me,A-Ha,HIP-O RECORDS,HIPD,12,34,12,415,5564518,-39.2,9158333,3238131,2326387,193474126,1280533657,2023.11.09
46,Someone You Loved,Lewis Capaldi,CAPITOL MUSIC GROUP,CAP,2,55,37,248,5537951,-0.1,5543622,4166132,1371819,240494011,1867488553,2023.11.09
47,Diamonds,Rihanna,DEF JAM RECORDINGS,DEF ,13,48,39,245,5514174,-10.2,6141176,2392585,3121589,175689893,864032612,2023.11.09
48,Karma,Taylor Swift,REPUBLIC RECORDS,R-RR,1,52,24,55,5457631,-5.1,5752170,4813852,643779,306697993,419869724,2023.11.09
49,If It's Lovin' That You Want,Rihanna,DEF JAM RECORDINGS,DEF ,19,38,21,7,5448420,-31.3,7927512,633810,4814610,61099856,94078067,2023.11.09
50,New Romantics (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,17,17,0,2,5399942,-60.8,13790473,5258720,141222,19224591,19224591,2023.11.09
51,My Ordinary Life,Living Tombstone,,,25,72,51,50,5350222,16.7,4584213,1131306,4218916,152928145,329577519,2023.11.09
52,Clean (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,18,18,0,2,5159991,-62.4,13719257,5052483,107508,18900654,18900654,2023.11.09
53,BLEED,The Kid LAROI,SONY/COLUMBIA,COL,53,,,1,5128613,75924.5,6746,4853719,274894,5135359,5135359,2023.11.09
54,Cardigan,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,1,57,31,108,5002456,-5.7,5306902,4398214,604242,234297714,577929021,2023.11.09
55,Stay,The Kid LAROI & Justin Bieber,Columbia Records,COL ,1,70,59,122,4980185,8.0,4609999,2975715,2004469,310416741,1612782403,2023.11.09
56,Save Your Tears,Weeknd,REPUBLIC RECORDS,R-RR,2,62,46,167,4977065,0.3,4962025,4079230,897835,272223712,1430652357,2023.11.09
57,Gangsta's Paradise,"Lofi Fruits Music, Orange Stic",,,17,59,49,9,4849486,-6.2,5169628,50138,4799348,65407500,101805475,2023.11.09
58,It's Been So Long,Living Tombstone,GHOST PIXEL REC,GHPX,58,107,0,9,4794772,28.6,3728308,1483885,3310887,50911826,223516526,2023.11.09
59,Circles,Post Malone,REPUBLIC RECORDS,R-RR,1,67,43,219,4771858,-0.5,4796599,4046076,725782,210745326,1682990273,2023.11.09
60,Perfect Night,Le Sserafim,,,60,78,0,2,4770664,6.5,4481570,3426395,1344269,9269511,9269511,2023.11.09
61,Counting Stars,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,4,64,48,415,4748488,-2.6,4875416,3245482,1503006,345332766,1741735063,2023.11.09
62,Super Shy,Newjeans,HYBE,INT,13,77,60,16,4721637,4.4,4523855,2492947,2228690,134811708,134811708,2023.11.09
63,Careless Whisper,Wham!,EPIC,EPIC,4,94,54,336,4716823,18.5,3980278,1983091,2733732,150130092,1066518075,2023.11.09
64,I Know Places (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,20,20,0,2,4711335,-62.3,12482543,4627164,84171,17213740,17213740,2023.11.09
65,That's What I Like,Bruno Mars,NOW,NOW ,1,87,120,364,4659724,9.5,4253796,3082234,1577490,162736197,1984794725,2023.11.09
66,I Wish You Would (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,19,19,0,2,4648206,-65.4,13423852,4581646,66560,18093936,18093936,2023.11.09
67,Shameless,Camila Cabello,EPIC,EPIC,22,97,133,26,4644043,17.8,3941821,1124828,3519215,85197623,217799999,2023.11.09
68,Wonderland (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,23,23,0,2,4583468,-62.8,12305405,4465111,118357,16912134,16912134,2023.11.09
69,Set Fire To The Rain,Adele,Columbia Records,COL ,15,93,73,178,4575156,14.9,3981328,2603595,1971561,186572841,833663633,2023.11.09
70,Don't Blame Me,Taylor Swift,BIG MACHINE,BGMA,34,68,38,83,4557839,-3.8,4736238,4480695,77144,198343026,431163785,2023.11.09
71,I Ain't Worried,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,3,80,53,76,4555879,2.7,4434686,3995653,560226,303162648,577686472,2023.11.09
72,Sunroof,Nicky Youre & Dazy,SONY/COLUMBIA,COL,7,60,41,86,4554703,-11.6,5150701,2480015,2074688,317034197,624244553,2023.11.09
73,Levitating,Dua Lipa Feat. Dababy,WARNER RECORDS,WAR ,1,69,61,170,4448645,-3.5,4608940,3635565,813080,272804050,1648918212,2023.11.09
74,Party In The U.S.A.,Miley Cyrus,HOLLYWOOD RECORDS,HOL ,18,76,67,394,4436147,-1.9,4522018,3828748,607399,212585526,1088776277,2023.11.09
75,This Love (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,6,25,0,4,4426462,-62.6,11830437,4367387,59075,51033983,94103689,2023.11.09
76,You Are In Love (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,26,26,0,2,4422133,-62.6,11825596,4326987,95146,16270349,16270349,2023.11.09
77,Dandelions,Ruth B.,Columbia Records,COL ,7,84,70,100,4400488,2.2,4307635,2239458,2161030,268587372,697848604,2023.11.09
78,Dark Horse,Katy Perry Feat. Juicy J,CAPITOL MUSIC GROUP,CAP ,4,65,52,406,4393493,-9.6,4861415,2203182,2190311,169357846,1444139010,2023.11.09
79,One Of Your Girls,Troye Sivan,,,33,66,33,4,4344799,-10.1,4833653,3836656,508143,21601554,21601554,2023.11.09
80,Unholy,Sam Smith & Kim Petras,CAPITOL RECORDS,CAP,1,46,47,60,4342259,-31.6,6346564,2883815,1458444,464922865,843086555,2023.11.09
81,Used To Be Young,Miley Cyrus,SONY/COLUMBIA,COL,6,81,56,11,4299388,-2.3,4400109,3838216,461172,78172597,78172597,2023.11.09
82,Blank Space,Taylor Swift,BIG MACHINE,BGMA,18,58,18,351,4279377,-18.6,5255805,3737265,542112,280807305,1344383918,2023.11.09
83,Escapism,Raye,THE ORCHARD,ORCH,3,112,79,50,4275090,18.0,3622449,2939421,1335668,342316900,384987917,2023.11.09
84,All-American Bitch,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,7,79,64,9,4199679,-6.0,4469643,3363977,835702,70448909,70448909,2023.11.09
85,Scars To Your Beautiful,Alessia Cara,DEF JAM RECORDINGS,DEF ,7,88,68,317,4157651,0.3,4144230,1536562,2621089,124046526,1065896244,2023.11.09
86,Sweet Dreams (Are Made Of This),Eurythmics, RCA,RCA,9,56,87,294,4155943,-22.0,5327800,1876637,2279306,200966931,1029183742,2023.11.09
87,traitor,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,3,73,50,129,4147100,-8.9,4550890,3016669,1130431,158397648,820885020,2023.11.09
88,August,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,7,83,44,62,4146194,-5.1,4369949,3635036,511158,170731247,403968342,2023.11.09
89,How You Get The Girl (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,22,22,0,2,4144831,-66.3,12307825,4072163,72668,16472787,16472787,2023.11.09
90,everything i wanted,Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,1,96,82,209,4115905,4.3,3945534,2109525,2006380,146360986,985537343,2023.11.09
91,When I Was Your Man,Bruno Mars,ATLANTIC GROUP,ATLG,24,104,84,415,4068622,8.2,3758794,3742740,325882,186772539,1261349046,2023.11.09
92,Poker Face,Lady Gaga,INTERSCOPE/GEFFEN/A&M,INT ,20,89,42,388,4030888,-2.7,4142682,2421450,1609438,216484099,1040759647,2023.11.09
93,Deja Vu,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,2,95,76,137,4004579,1.4,3950591,2851203,1153376,167906158,837661556,2023.11.09
94,Shape Of You,Ed Sheeran,ATLANTIC GROUP,ATLG,1,126,110,357,3996240,19.2,3352596,2655788,1340452,155720531,2445204331,2023.11.09
