Rank,Song,Artist,Label Description,Label,Peak Position,Last Week Rank,Last 2 Week Rank,Weeks On Chart,Genre,Release Date,TW Total Activity,% Chg Total Activity,LW Total Activity,TW Song Sales,TW On-Demand Audio Streams,TW On-Demand Video Streams,TW Total SES (Audio + Video),week_of
119,Tennessee Orange,Megan Moroney,ARISTA NASHVILLE,ARNV,33,141,,61,Country,09/02/2022,34320,7.3,31986,396,4450595,285220,33924,2024.01.11
120,Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",REPUBLIC RECORDS,R-RR,4,117,,57,R&B/Hip-Hop,12/02/2022,34118,1.1,33761,150,4636219,251171,33968,2024.01.11
121,Man Made A Bar,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,10,100,198,20,Country,03/03/2023,34069,-3.8,35414,460,4484162,97044,33609,2024.01.11
122,Money Trees,Kendrick Lamar Feat. Jay Rock,INTERSCOPE/GEFFEN/A&M,INT ,80,130,,79,R&B/Hip-Hop,09/27/2012,34033,4.1,32679,61,4623633,243874,33972,2024.01.11
123,The Color Violet,Tory Lanez,CMG,One ,54,138,,54,R&B/Hip-Hop,12/10/2021,33893,5.6,32094,43,4623928,90160,33850,2024.01.11
124,Where The Wild Things Are,Luke Combs,COLUMBIA NASHVILLE,CLNV,107,107,,2,Country,01/27/2023,33827,-2.0,34530,2213,4023620,385446,31614,2024.01.11
125,The Kind Of Love We Make,Luke Combs,COLUMBIA NASHVILLE,CLNV,7,136,,78,Country,04/22/2022,33738,5.0,32123,226,4347785,282535,33512,2024.01.11
126,Cowgirls,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,22,129,,42,Country,03/01/2023,33342,1.6,32824,676,4292100,329423,32666,2024.01.11
127,Coal,Dylan Gossett,,,127,187,,2,Country,07/27/2023,33261,15.1,28909,309,4363662,143110,32952,2024.01.11
128,Blinding Lights,Weeknd,REPUBLIC RECORDS,R-RR,1,110,,206,R&B/Hip-Hop,11/27/2019,33069,-3.6,34319,461,4267670,429634,32608,2024.01.11
129,Best I Ever Had,Drake,CASH MONEY,R-CM,70,135,,27,R&B/Hip-Hop,03/09/2007,32929,2.5,32128,42,4343868,103589,32887,2024.01.11
130,Riptide,Vance Joy,ATLANTIC GROUP,ATLG,130,,,11,Rock,05/21/2013,32733,,,167,4477199,179277,32566,2024.01.11
131,Dawns,"Zach Bryan, Maggie Rogers", WARNER Records,WAR,18,132,,44,Rock,01/27/2023,32656,0.6,32454,145,4364167,103577,32511,2024.01.11
132,Lovers Rock,TV Girl,,,132,182,,5,Rock,06/09/2014,32650,11.9,29186,47,4856789,147176,32603,2024.01.11
133,Everlong,Foo Fighters, RCA,RCA,106,162,,54,Rock,09/16/2003,32641,8.4,30103,218,4250895,302753,32423,2024.01.11
134,Soak City (Do It),310babii,,,105,105,,6,R&B/Hip-Hop,06/03/2023,32598,-6.1,34698,305,4509882,491932,32293,2024.01.11
135,Until I Found You,Stephen Sanchez,MERCURY / REPUBLIC RECORDS,R-MR,24,179,,79,Rock,09/01/2021,32566,10.9,29357,750,4324963,375886,31816,2024.01.11
136,Passionfruit,Drake,CASH MONEY / REPUBLIC RECORDS,R-RR,1,167,,85,R&B/Hip-Hop,03/17/2017,32505,8.7,29895,64,4368210,186689,32441,2024.01.11
137,Tourniquet,Zach Bryan,Warner Records,WAR,10,143,,16,Country,01/27/2023,32281,1.1,31931,165,4227288,126737,32116,2024.01.11
138,Power Trip,J. Cole Feat. Miguel,INTERSCOPE/GEFFEN/A&M,INT ,138,154,,6,R&B/Hip-Hop,03/21/2011,32272,5.6,30551,37,4304621,294654,32235,2024.01.11
139,"Burn, Burn, Burn",Zach Bryan,Warner Records,WAR,67,128,,25,Country,09/08/2022,32249,-1.8,32852,142,4278146,173607,32107,2024.01.11
140,Golden Hour,Jvke,AWAL,AWAL,10,142,,69,Pop,08/05/2021,32122,0.6,31940,368,4235255,521214,31754,2024.01.11
141,Look What You Made Me Do,Taylor Swift,BIG MACHINE,BGMA,1,124,,34,Pop,06/17/2011,32040,-3.4,33158,448,4164944,26933,31592,2024.01.11
142,Don't Blame Me,Taylor Swift,BIG MACHINE,BGMA,98,131,,39,Pop,09/26/2011,31891,-2.1,32578,380,4353123,74564,31511,2024.01.11
143,Watermelon Moonshine,Lainey Wilson,BROKEN BOW RECO,BB2 ,43,137,,24,Country,08/12/2022,31888,-0.7,32113,902,3984527,297193,30986,2024.01.11
144,Rompe La Dompe,Peso Pluma,THE ORCHARD,ORCH,85,85,,2,Latin,12/28/2023,31877,-18.7,39199,54,4443569,273459,31823,2024.01.11
145,Un X100to,"Grupo Frontera, Bad Bunny",THE ORCHARD,ORCH,3,113,,36,Latin,04/16/2023,31773,-6.8,34091,110,4099050,752747,31663,2024.01.11
146,We Don'T Fight Anymore,Carly Pearce,BIG MACHINE,BGMA,146,146,,4,Country,06/15/2023,31715,0.8,31475,527,3979514,110493,31188,2024.01.11
147,Don't,Bryson Tiller, RCA,RCA,17,180,,116,R&B/Hip-Hop,05/20/2015,31703,8.4,29259,25,4589820,136140,31678,2024.01.11
148,Cardigan,Taylor Swift,UNIVERSAL MUSIC ENTERPRISES,UME ,1,150,,52,Pop,07/23/2020,31694,2.4,30944,178,4298504,155334,31516,2024.01.11
149,Bad Idea Right?,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,4,116,,19,Pop,07/03/2023,31491,-6.9,33825,331,4173193,125781,31160,2024.01.11
150,Lace It,Juice Wrld & Eminem & Benny Blanco,,,104,106,126,4,R&B/Hip-Hop,12/16/2023,31408,-9.1,34553,179,4289132,218825,31229,2024.01.11
151,Perfect,Ed Sheeran,ATLANTIC GROUP,ATLG,1,160,,337,Pop,03/03/2017,31319,3.7,30208,875,3755868,665806,30444,2024.01.11
151,Meltdown,Travis Scott,Cactus Jack/EPIC,EPIC,1,149,,22,R&B/Hip-Hop,07/25/2023,31319,0.5,31153,67,4274611,60234,31252,2024.01.11
153,The Hills,Weeknd,REPUBLIC RECORDS,R-RR,36,170,,99,R&B/Hip-Hop,05/28/2015,31161,4.5,29816,140,4259514,467035,31021,2024.01.11
154,Spin Bout U,Drake & 21 Savage,OVO / REPUBLIC RECORDS,R-RR,5,194,,55,R&B/Hip-Hop,11/04/2022,31126,8.4,28705,36,4168331,303607,31090,2024.01.11
155,Love,Keyshia Cole,A&M RECORDS,AAM ,155,157,,3,R&B/Hip-Hop,11/06/2001,30990,1.7,30467,176,4179260,579424,30814,2024.01.11
156,Take Me to Church,Hozier,Columbia Records,COL ,130,189,,44,Rock,09/13/2013,30944,7.2,28875,290,3977157,385864,30654,2024.01.11
157,Fall In Love,Bailey Zimmerman,Warner Music Nashville,WNS,22,,,84,Country,02/11/2022,30933,,,212,4001958,379878,30721,2024.01.11
158,La Bebe,Yng Lvcas, WEA LATINA,WEAL,5,112,,42,Latin,09/14/2021,30896,-9.5,34145,127,3983238,906020,30769,2024.01.11
159,Humble.,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT ,1,165,,186,R&B/Hip-Hop,03/30/2017,30782,2.7,29967,120,4081228,190676,30662,2024.01.11
160,Circles,Post Malone,REPUBLIC RECORDS,R-RR,1,161,,216,Pop,08/30/2019,30778,2.2,30105,317,3905764,371114,30461,2024.01.11
161,Segun Quien,Maluma & Carin Leon,SONY MUSIC LATIN,SML,73,134,,14,Latin,08/14/2023,30771,-4.5,32214,177,3823887,1210921,30594,2024.01.11
162,Next Thing You Know,Jordan Davis,MCA NASHVILLE,MCAN,47,176,,46,Country,08/12/2022,30732,4.2,29500,349,3967263,277877,30383,2024.01.11
163,Flashing Lights,Kanye West Feat. Dwele,DEF JAM RECORDINGS,DEF ,144,191,,12,R&B/Hip-Hop,08/24/2007,30635,6.2,28850,100,4299356,160420,30535,2024.01.11
164,I Ain't Worried,Onerepublic,INTERSCOPE/GEFFEN/A&M,INT ,9,174,,76,Pop,05/12/2022,30567,3.2,29612,551,3942470,247947,30016,2024.01.11
165,Run For The Hills,Tate Mcrae, RCA,RCA,62,139,,4,Pop,12/08/2023,30449,-5.0,32057,108,3916666,102280,30341,2024.01.11
166,Stretch My Hands Pt.1 &,Kanye West,DEF JAM RECORDINGS,DEF ,21,171,,35,R&B/Hip-Hop,02/14/2016,30070,1.0,29769,76,4211541,111753,29994,2024.01.11
167,Under The Influence,Chris Brown,RCA,RCA,5,156,,67,R&B/Hip-Hop,06/28/2019,29771,-2.3,30479,236,3594794,922374,29535,2024.01.11
168,Everybody Wants To Rule The World,Tears For Fears,ISLAND,ISL ,82,166,,76,Rock,03/11/1985,29731,-0.7,29934,494,3768218,456488,29237,2024.01.11
169,Not Allowed,TV Girl,,,169,,,2,Rock,02/26/2016,29689,,,36,4627219,209049,29653,2024.01.11
170,...Ready For It?,Taylor Swift,BIG MACHINE,BGMA,2,148,,25,Pop,06/17/2011,29684,-5.2,31299,696,3779883,22611,28988,2024.01.11
171,Unwritten,Natasha Bedingfield,EPIC,EPIC,171,,,1,Pop,03/11/2004,29662,,,553,3735344,98325,29109,2024.01.11
172,get him back!,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,5,163,,14,Pop,07/03/2023,29660,-1.2,30032,522,3817585,220237,29138,2024.01.11
173,On My Mama,Victoria Monet, RCA,RCA,153,153,,8,R&B/Hip-Hop,06/01/2023,29618,-3.9,30832,586,3617283,765763,29032,2024.01.11
174,All Too Well (Taylor's Version),Taylor Swift,REPUBLIC RECORDS,R-RR,1,181,,63,Country,11/12/2021,29605,1.3,29230,509,3797491,200843,29096,2024.01.11
175,Sativa,Jhene Aiko Feat. Rae Sremmurd,DEF JAM RECORDINGS,DEF ,109,,,22,R&B/Hip-Hop,01/17/2012,29588,,,34,3910172,559234,29554,2024.01.11
176,Sabor Fresa,Fuerza Regida,SONY MUSIC LATIN,SML,11,197,,24,Latin,06/22/2023,29560,4.2,28371,41,3994158,475638,29519,2024.01.11
177,Starboy,The Weeknd Feat. Daft Punk,REPUBLIC RECORDS,R-RR,1,186,,127,R&B/Hip-Hop,09/22/2016,29531,2.0,28955,102,4036037,457563,29429,2024.01.11
178,Party In The U.S.A.,Miley Cyrus,HOLLYWOOD RECORDS,HOL ,42,123,,62,Pop,02/10/2009,29530,-11.2,33262,754,3779119,303646,28776,2024.01.11
179,Romantic Homicide,D4vd,,,15,196,,53,Rock,07/21/2022,29527,3.8,28453,28,4394440,371916,29499,2024.01.11
180,Godzilla,Eminem Feat. Juice Wrld,INTERSCOPE/GEFFEN/A&M,INT ,3,158,,65,R&B/Hip-Hop,01/17/2020,29509,-2.9,30378,191,4093466,658331,29318,2024.01.11
181,Creepin',"Metro Boomin, The Weeknd & 21 Savage",REPUBLIC RECORDS,R-RR,2,147,,54,R&B/Hip-Hop,12/02/2022,29482,-6.0,31372,181,3996214,159369,29301,2024.01.11
182,Down With Me,Lil Tecca,REPUBLIC RECORDS,R-RR,182,,,1,R&B/Hip-Hop,01/04/2024,29408,,,62,3813807,319963,29346,2024.01.11
183,Tacata,Tiagz,,,178,178,,2,Latin,08/15/2023,29345,-0.1,29372,178,3671077,728780,29167,2024.01.11
184,Don't Stop Believin',Journey,Columbia Records,COL ,81,143,,212,Rock,07/17/1981,29338,-8.1,31931,614,3639024,453680,28724,2024.01.11
185,Save Me The Trouble,Dan + Shay,Warner Music Nashville,WNS,168,168,,2,Country,07/14/2023,29320,-1.8,29850,403,3694355,42099,28917,2024.01.11
186,wait in the truck,Hardy Feat. Lainey Wilson,Big Loud Records,BLR,21,,,55,Country,08/25/2022,29240,,,602,3576953,395399,28638,2024.01.11
187,Diluvio,Rauw Alejandro,SONY MUSIC LATIN,SML,187,198,,2,Latin,07/07/2023,29227,3.1,28350,46,3815566,504740,29181,2024.01.11
188,When I Was Your Man,Bruno Mars,ATLANTIC GROUP,ATLG,83,,,20,Pop,09/06/2010,29195,,,112,3894710,329284,29083,2024.01.11
189,Turks & Caicos,Rod Wave,ALAMO,ALAM,14,145,,15,R&B/Hip-Hop,09/01/2023,29087,-7.6,31489,80,4066359,551190,29007,2024.01.11
189,Thinking About You,Frank Ocean,DEF JAM RECORDINGS,DEF ,137,,,2,R&B/Hip-Hop,08/21/2011,29087,,,48,4048752,205717,29039,2024.01.11
191,Heat Waves,Glass Animals,REPUBLIC RECORDS,R-RR,3,164,,151,Rock,06/29/2020,28872,-3.7,29984,220,3771524,360850,28652,2024.01.11
192,One Dance,Drake Feat. WizKid & Kyla,CASH MONEY / REPUBLIC RECORDS,R-RR,1,,,86,R&B/Hip-Hop,04/01/2016,28847,,,57,3963661,178554,28790,2024.01.11
193,I Wanna Be Yours,Arctic Monkeys,DOMINO,DOMI,193,,,1,Rock,08/29/2013,28836,,,63,4249226,279895,28773,2024.01.11
194,Nonsense,Sabrina Carpenter,ISLAND,ISL,51,155,102,22,Pop,07/13/2022,28828,-5.6,30549,201,3848445,244464,28627,2024.01.11
195,Better Place (From Trolls Band Together),'N Sync, RCA,RCA,51,172,,3,Pop,09/14/2023,28723,-3.5,29758,757,3526626,334799,27966,2024.01.11
196,Knife Talk,Drake Feat. 21 Savage & Project Pat,OVO / REPUBLIC RECORDS,R-RR,2,,,98,R&B/Hip-Hop,09/03/2021,28708,,,47,3808761,203044,28661,2024.01.11
197,All Your'N,Tyler Childers, RCA,RCA,134,,,25,Country,02/09/2019,28679,,,343,3734658,125731,28336,2024.01.11
198,Practice,Drake,CASH MONEY / REPUBLIC RECORDS,R-RR,198,,,1,R&B/Hip-Hop,10/24/2011,28575,,,61,3854781,200581,28514,2024.01.11
199,Shake It Off,Taylor Swift,BIG MACHINE,BGMA,74,,,35,Pop,05/23/2011,28503,,,480,3523147,311669,28023,2024.01.11
200,Love.,Kendrick Lamar,INTERSCOPE/GEFFEN/A&M,INT ,5,,,88,R&B/Hip-Hop,09/30/2011,28470,,,44,3865254,173794,28426,2024.01.11
1,"Yes, And?",Ariana Grande,REPUBLIC RECORDS,R-RR,1,,,1,Pop,01/11/2024,227966,,,40842,22944524,3616909,187124,2024.01.18
2,Lovin On Me,Jack Harlow,ATLANTIC GROUP,ATLG,1,1,1,10,R&B/Hip-Hop,10/31/2023,164964,-4.7,173115,6796,20822787,2282757,158168,2024.01.18
3,Redrum,21 Savage,EPIC,EPIC,3,,,1,R&B/Hip-Hop,01/12/2024,154745,,,702,19747231,1474749,154043,2024.01.18
4,nee-nah,21 Savage,EPIC,EPIC,4,,,1,R&B/Hip-Hop,01/12/2024,136500,,,976,17511534,355064,135524,2024.01.18
5,I Remember Everything,Zach Bryan Feat. Kacey Musgraves,Warner Records,WAR,1,2,2,21,Country,01/27/2023,133964,-3.4,138685,3689,17182214,781655,130275,2024.01.18
6,All Of Me,21 Savage,EPIC,EPIC,6,,,1,R&B/Hip-Hop,01/11/2024,113354,,,571,14516400,275921,112783,2024.01.18
7,n.h.i.e.,21 Savage,EPIC,EPIC,7,,,1,R&B/Hip-Hop,01/12/2024,111928,,,478,14327986,291979,111450,2024.01.18
8,Stick Season,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,4,4,5,36,Rock,07/02/2022,106396,1.4,104890,1620,14082813,455754,104776,2024.01.18
9,Lose Control,Teddy Swims,Warner Records,WAR,7,7,11,23,Pop,06/16/2023,98373,2.4,96053,5601,11753471,1026195,92772,2024.01.18
10,Igual Que Un Angel,Kali Uchis,INTERSCOPE/GEFFEN/A&M,INT ,10,,,1,Latin,01/15/2024,98312,,,939,12269167,1152397,97373,2024.01.18
11,Cruel Summer,Taylor Swift,REPUBLIC RECORDS,R-RR,1,5,3,50,Pop,08/20/2019,93334,-3.4,96622,1997,12316346,529098,91337,2024.01.18
12,La Diabla,Xavi,,,6,6,13,5,Latin,11/22/2023,92525,-3.8,96134,535,13214970,753522,91990,2024.01.18
13,Ftcu,Nicki Minaj,REPUBLIC RECORDS,R-RR,3,3,4,6,R&B/Hip-Hop,12/07/2023,91110,-14.3,106265,1804,11636028,655315,89306,2024.01.18
14,pop ur sht,21 Savage,EPIC,EPIC,14,,,1,R&B/Hip-Hop,01/12/2024,90782,,,191,11621642,211555,90591,2024.01.18
15,Last Night,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,1,9,7,51,Country,05/06/2022,89309,-1.5,90705,1481,11293447,1201039,87828,2024.01.18
16,Sneaky,21 Savage,EPIC,EPIC,16,,,1,R&B/Hip-Hop,01/12/2024,88827,,,281,11340567,288826,88546,2024.01.18
17,Something In The Orange,Zach Bryan,Warner Records,WAR,3,11,9,91,Country,04/22/2022,88249,-0.6,88802,1371,11464873,842559,86878,2024.01.18
18,Greedy,Tate Mcrae, RCA,RCA,6,8,6,18,Pop,09/09/2023,87249,-6.8,93573,1303,11653200,687320,85946,2024.01.18
19,dangerous,21 Savage,EPIC,EPIC,19,,,1,R&B/Hip-Hop,01/12/2024,86416,,,270,11049318,274033,86146,2024.01.18
20,Never Lose Me,Flo Milli, RCA,RCA,19,19,26,7,R&B/Hip-Hop,11/28/2023,83705,21.6,68823,223,11342423,663433,83482,2024.01.18
21,should've wore a bonnet,21 Savage,EPIC,EPIC,21,,,1,R&B/Hip-Hop,01/12/2024,83481,,,243,10624725,264998,83238,2024.01.18
22,Snooze,Sza,RCA,RCA,4,10,8,58,R&B/Hip-Hop,12/09/2022,82691,-8.2,90116,667,10608801,1744842,82024,2024.01.18
23,prove it,21 Savage,EPIC,EPIC,23,,,1,R&B/Hip-Hop,01/12/2024,81304,,,357,10351805,240935,80947,2024.01.18
24,Thinkin' Bout Me,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,5,12,12,46,Country,03/03/2023,79775,0.1,79714,1773,10191151,776240,78002,2024.01.18
25,Wild Ones,Jessie Murph & Jelly Roll,SONY/COLUMBIA,COL,22,22,24,15,Country,10/03/2023,75151,13.5,66223,1402,9437920,983641,73749,2024.01.18
26,Rich Baby Daddy,Drake,OVO / REPUBLIC RECORDS,R-RR,8,15,16,15,R&B/Hip-Hop,10/06/2023,74784,-0.9,75431,521,10218566,584367,74263,2024.01.18
27,Paint The Town Red,Doja Cat, RCA,RCA,1,13,10,24,R&B/Hip-Hop,07/24/2023,74491,-4.9,78362,1607,9553592,974546,72884,2024.01.18
28,My Love Mine All Mine,Mitski,Dead Oceans,DOC,14,16,20,17,Rock,09/01/2023,74466,1.0,73723,473,10715442,521321,73993,2024.01.18
29,Agora Hills,Doja Cat,RCA,RCA,8,14,14,17,R&B/Hip-Hop,09/01/2023,72354,-4.3,75566,980,9522218,841414,71374,2024.01.18
30,La Victima,Xavi,,,30,30,31,7,Latin,08/10/2023,69386,16.0,59809,351,9182775,1986008,69035,2024.01.18
31,White Horse,Chris Stapleton,MERCURY NASHVILLE,MERN,15,17,21,26,Country,07/21/2023,64983,-7.9,70594,2696,8014980,307262,62287,2024.01.18
32,Fast Car,Luke Combs,COLUMBIA NASHVILLE,CLNV,2,21,18,43,Country,01/27/2023,64619,-4.7,67839,1384,8198508,540890,63235,2024.01.18
33,Red Sky,21 Savage,EPIC,EPIC,33,,,1,R&B/Hip-Hop,01/12/2024,63994,,,226,8214282,156491,63768,2024.01.18
34,Fukumean,Gunna,300 ENTERTAINME,300E,2,25,22,29,R&B/Hip-Hop,06/16/2023,63127,-2.2,64563,284,8928738,494161,62843,2024.01.18
35,Murder On The Dance Floor,Sophie Ellis-Bextor,,,35,42,140,3,Dance/Electronic,06/18/2002,61511,21.0,50846,3305,7480750,44168,58206,2024.01.18
36,Everybody,Nicki Minaj,REPUBLIC RECORDS,R-RR,15,18,15,6,R&B/Hip-Hop,12/05/2023,61483,-12.9,70553,1342,7886749,490949,60141,2024.01.18
37,First Person Shooter,Drake Feat. J. Cole,OVO / REPUBLIC RECORDS,R-RR,1,23,23,15,R&B/Hip-Hop,05/02/2023,61369,-7.3,66204,295,8125193,659595,61074,2024.01.18
38,Letter To My Brudda,21 Savage,EPIC,EPIC,38,,,1,R&B/Hip-Hop,01/12/2024,61231,,,90,7857742,138080,61141,2024.01.18
39,Water,Tyla,EPIC,EPIC,15,20,17,17,World Music,07/17/2023,60920,-10.7,68227,1637,7683296,972900,59283,2024.01.18
40,What Was I Made For? [From The Motion Picture 'Barbie'],Billie Eilish,INTERSCOPE/GEFFEN/A&M,INT ,7,26,40,27,Pop,07/03/2023,59679,-5.5,63151,2422,7585906,592272,57257,2024.01.18
41,Vampire,Olivia Rodrigo,INTERSCOPE/GEFFEN/A&M,INT ,1,27,25,29,Pop,06/30/2023,59661,-3.6,61905,837,7921016,479579,58824,2024.01.18
42,Surround Sound,J.I.D Feat. 21 Savage & Baby Tate,INTERSCOPE/GEFFEN/A&M,INT ,29,29,30,13,R&B/Hip-Hop,01/07/2022,59133,-1.4,59960,565,8072320,338601,58568,2024.01.18
43,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,REPUBLIC RECORDS,R-RR,1,24,19,12,Pop,09/26/2023,59119,-10.3,65899,1054,7659418,175275,58065,2024.01.18
44,See The Real,21 Savage,EPIC,EPIC,44,,,1,R&B/Hip-Hop,01/12/2024,58484,,,79,7508381,109831,58405,2024.01.18
45,Bellakeo,"Peso Pluma, Anitta",THE ORCHARD,ORCH,29,33,29,5,Latin,12/01/2023,56929,-1.3,57656,405,7128712,1630046,56524,2024.01.18
46,just like me,21 Savage,EPIC,EPIC,46,,,1,R&B/Hip-Hop,01/12/2024,55904,,,142,7133485,140801,55762,2024.01.18
47,Wasted On You,Morgan Wallen,BIG LOUD / REPUBLIC RECORDS,R-RR,3,37,37,158,Country,01/08/2021,55700,4.1,53531,440,7260829,823608,55260,2024.01.18
48,Exes,Tate Mcrae, RCA,RCA,21,34,32,9,Pop,11/11/2023,55410,-2.6,56863,601,7286986,377547,54809,2024.01.18
49,Pretty Little Poison,Warren Zeiders,Warner Records,WAR,31,31,33,23,Country,02/01/2023,55224,-6.0,58757,1066,7003075,391736,54158,2024.01.18
50,Idgaf,Drake Feat. Yeat,OVO / REPUBLIC RECORDS,R-RR,1,28,27,15,R&B/Hip-Hop,10/06/2023,55039,-9.6,60908,115,8000657,298914,54924,2024.01.18
51,Kill Bill,Sza, RCA,RCA,1,32,28,58,R&B/Hip-Hop,12/08/2022,53910,-7.7,58388,212,7419573,380764,53698,2024.01.18
52,dark days,21 Savage,EPIC,EPIC,52,,,1,R&B/Hip-Hop,01/12/2024,53649,,,140,6865240,156693,53509,2024.01.18
53,Dial Drunk,Noah Kahan,MERCURY / REPUBLIC RECORDS,R-MR,13,35,35,32,Rock,10/14/2022,52230,-5.0,54984,887,6636571,168693,51343,2024.01.18
54,Popular,"Madonna, Playboi Carti, The Weeknd",XO / REPUBLIC RECORDS,R-RR,26,44,74,17,R&B/Hip-Hop,05/29/2023,51390,3.8,49505,269,7201942,463945,51121,2024.01.18
55,I Know ?,Travis Scott,Cactus Jack/EPIC,EPIC,5,36,43,25,R&B/Hip-Hop,07/28/2023,51265,-6.2,54670,180,7056272,250397,51085,2024.01.18
56,Anti-Hero,Taylor Swift,REPUBLIC RECORDS,R-RR,1,45,36,65,Pop,10/20/2022,50050,1.8,49163,1028,6338376,295007,49022,2024.01.18
57,American Dream,21 Savage,EPIC,EPIC,57,,,1,R&B/Hip-Hop,01/12/2024,50020,,,50,6435371,116530,49970,2024.01.18
58,500lbs,Lil Tecca,,,32,38,49,18,R&B/Hip-Hop,07/21/2023,49603,-6.9,53269,53,7441215,376797,49550,2024.01.18
59,Die For You,Weeknd,XO / REPUBLIC RECORDS,R-RR,1,43,51,133,R&B/Hip-Hop,11/25/2016,49367,-2.7,50744,184,7007028,426750,49183,2024.01.18
60,Tennessee Whiskey,Chris Stapleton,MERCURY NASHVILLE,MERN,39,49,46,383,Country,12/29/2014,48787,2.0,47811,958,5999680,832471,47829,2024.01.18
61,One Of The Girls,Weeknd,XO / REPUBLIC RECORDS,R-RR,50,50,71,6,R&B/Hip-Hop,06/02/2023,48097,0.9,47662,164,6725508,593581,47933,2024.01.18
62,Harley Quinn,Fuerza Regida x Marshmello,SONY MUSIC LATIN,SML,24,40,39,11,Latin,10/21/2023,48050,-7.5,51966,202,6448406,881198,47848,2024.01.18
63,You Proof,Morgan Wallen,MERCURY / BIG LOUD / REPUBLIC RECORDS,R-MR,4,46,44,88,Country,03/26/2022,47971,-1.8,48845,290,6406810,332929,47681,2024.01.18
64,Act Ii: Date @ 8,4batz,Vydia,VYD,64,88,,2,R&B/Hip-Hop,11/15/2023,47879,25.6,38115,186,6736067,73864,47693,2024.01.18
65,Hey Driver,Zach Bryan Feat. The War and Treaty,Warner Records,WAR,5,41,45,21,Country,01/27/2023,47634,-6.6,51001,553,6223681,121221,47081,2024.01.18
66,You Broke My Heart,Drake,OVO / REPUBLIC RECORDS,R-RR,4,39,47,9,R&B/Hip-Hop,11/17/2023,47382,-10.5,52919,247,6076182,343675,47135,2024.01.18
67,Dance The Night,Dua Lipa,ATLANTIC GROUP,ATLG,9,48,34,34,Pop,05/25/2023,47254,-1.2,47836,1625,5983054,341565,45629,2024.01.18
68,Houdini,Dua Lipa,Warner Records,WAR,13,73,55,10,Pop,11/06/2023,46596,11.4,41817,2353,5551261,594388,44243,2024.01.18
69,Truck Bed,Hardy,Big Loud Records,"BLR
",50,51,50,34,Country,10/10/2022,46545,-2.0,47514,1604,5861110,464798,44941,2024.01.18
70,Feather,Sabrina Carpenter,ISLAND,ISL,63,63,84,4,Pop,07/15/2022,46434,4.5,44418,478,6184165,353048,45956,2024.01.18
71,Lover,Taylor Swift Feat. Shawn Mendes,REPUBLIC RECORDS,R-RR,3,52,52,73,Pop,08/15/2019,46418,-1.4,47071,810,6006618,238568,45608,2024.01.18
71,Que Onda,"Calle 24 Feat. Chino Pacas, Fuerza Regida",,,53,55,54,11,Latin,08/30/2023,46418,-0.2,46514,87,6166077,1070612,46331,2024.01.18
73,No Role Modelz,J. Cole,INTERSCOPE/GEFFEN/A&M,INT ,33,54,64,245,R&B/Hip-Hop,08/04/2015,46059,-1.0,46523,61,6444140,308157,45998,2024.01.18
74,Need A Favor,Jelly Roll,BROKEN BOW RECO,BB2 ,22,56,58,42,Country,12/09/2022,45747,-1.5,46445,2874,5452085,682496,42873,2024.01.18
75,J Christ,Lil Nas X,SONY/COLUMBIA,COL,75,,,1,R&B/Hip-Hop,01/10/2024,45350,,,1692,4982467,1615884,43658,2024.01.18
76,Calm Down,Rema & Selena Gomez,VIRGIN MUSIC GROUP,CIT,10,57,38,73,World Music,05/11/2018,44753,-3.1,46188,1073,5477772,755049,43680,2024.01.18
77,Monaco,Bad Bunny,Rimas Entertainment,RIMA,2,47,41,14,Latin,05/06/2022,44273,-8.9,48622,481,5723500,574110,43792,2024.01.18
78,Pink + White,Frank Ocean, INDEPENDENT LABEL SUBMISSION,INDI,47,67,89,59,R&B/Hip-Hop,08/20/2016,43676,0.2,43601,85,6135100,214182,43591,2024.01.18
79,Lil Boo Thang,Paul Russell,Arista,ARIS,42,59,42,17,Pop,08/16/2023,43506,-4.9,45737,3360,5211938,313315,40146,2024.01.18
80,Flowers,Miley Cyrus,COLUMBIA,COL,1,58,48,53,Pop,01/13/2023,43391,-5.7,46017,1308,5237893,728257,42083,2024.01.18
81,Save Me,Jelly Roll & Lainey Wilson,,,40,53,53,33,Country,05/12/2023,42569,-9.5,47026,2832,5150630,299560,39737,2024.01.18
82,Mmhmm,Bigxthaplug,,,69,69,80,7,R&B/Hip-Hop,10/05/2023,42225,-2.5,43310,206,5715560,367609,42019,2024.01.18
83,Freestyle,Lil Baby,QUALITY CONTROL MUSIC (CAROLINE),QLC ,32,64,66,81,R&B/Hip-Hop,12/01/2017,42095,-4.8,44232,24,5553133,495069,42071,2024.01.18
